AAPL R735QTJ8XC9X,AAPL,542.56,5979109,3244025379,True,0.9253111,0.142857
AIG R735QTJ8XC9X,AIG,50.57,6758937,341799444,True,0.9331262,1
BNO UN3IMQ2JU1YD,BNO,41.79,32023,1338241,False,1,1
EEM SNQLASP67O85,EEM,41.59,41455933,1724152253,False,0.9185035,1
FB V6OIPNZEM8V9,FB,62.74,64230528,4029823326,False,1,1
GOOAV VP83T1ZUHROL,GOOAV,568.48,55042,31290276,False,1,1
GOOCV VP83T1ZUHROL,GOOCV,567,122827,69642909,False,1,0.997307
GOOCV VP83T1ZUHROL,GOOG,1135.18,1941122,2203522871,True,1,0.997307
GOOG T1AZ164W5VTX,GOOG,1135.18,1941122,2203522871,True,1,0.5
IBM R735QTJ8XC9X,IBM,193.53,4721250,913703512,True,0.8633314,1
IWM RV0PWMLXVHPH,IWM,118.39,31901936,3776870203,False,0.945197,1
NB R735QTJ8XC9X,BAC,17.22,60925386,1049135146,True,0.9430915,1
QQQ RIWIV7K5Z9LX,QQQ,89.44,28700679,2566988729,False,0.9601842,1
SPY R735QTJ8XC9X,SPY,188.88,70950737,13401175204,False,0.9229577,1
USO THORT68ZZSYT,USO,35.8,3250954,116384153,False,1,1
UW R735QTJ8XC9X,WM,41.71,1715386,71548750,False,0.897608,1
