AAPL R735QTJ8XC9X,AAPL,545,9947341,5421300845,True,0.9253111,0.142857
AIG R735QTJ8XC9X,AIG,50.22,6640154,333468533,True,0.9331262,1
BNO UN3IMQ2JU1YD,BNO,42.68,8174,348866,False,1,1
EEM SNQLASP67O85,EEM,39.82,77019138,3066902075,False,0.9185035,1
FB V6OIPNZEM8V9,FB,64.89,66289844,4301547977,False,1,1
GOOG T1AZ164W5VTX,GOOG,1158.72,2317868,2685760008,False,1,0.5
IBM R735QTJ8XC9X,IBM,195.04,10467536,2041588221,True,0.8633314,1
IWM RV0PWMLXVHPH,IWM,116.92,45633452,5335463207,False,0.945197,1
NB R735QTJ8XC9X,BAC,17.22,93325545,1607065884,True,0.9430915,1
QQQ RIWIV7K5Z9LX,QQQ,88.52,39550294,3500992024,False,0.9601842,1
SPY R735QTJ8XC9X,SPY,186.34,95799984,17851369018,False,0.9229577,1
USO THORT68ZZSYT,USO,35.77,2098784,75073503,False,1,1
UW R735QTJ8XC9X,WM,40.62,1850834,75180877,False,0.897608,1
