AAPL R735QTJ8XC9X,AAPL,538.78,5526663,2977655491,True,0.9253111,0.142857
AIG R735QTJ8XC9X,AIG,50.82,10394217,528234107,True,0.9331262,1
BNO UN3IMQ2JU1YD,BNO,42.42,3269,138670,False,1,1
EEM SNQLASP67O85,EEM,41.4,74637827,3090006037,False,0.9185035,1
FB V6OIPNZEM8V9,FB,59.47,81646112,4855494280,False,1,1
GOOCV VP83T1ZUHROL,GOOG,569.48,4831942,2751694330,True,1,0.997307
GOOG T1AZ164W5VTX,GOOGL,571.49,3924251,2242670203,True,1,1
IBM R735QTJ8XC9X,IBM,192.58,3772844,726574297,True,0.8633314,1
IWM RV0PWMLXVHPH,IWM,117.17,34964572,4096798901,False,0.945197,1
NB R735QTJ8XC9X,BAC,17.14,52574554,901127855,True,0.9430915,1
QQQ RIWIV7K5Z9LX,QQQ,88.72,28025987,2486465566,False,0.9601842,1
SPY R735QTJ8XC9X,SPY,188.61,70259109,13251570548,False,0.9229577,1
USO THORT68ZZSYT,USO,36.15,1661782,60073419,False,1,1
UW R735QTJ8XC9X,WM,41.85,1461993,61184407,False,0.897608,1
