AAPL R735QTJ8XC9X,AAPL,539.15,10670287,5752885236,True,0.9253111,0.142857
AIG R735QTJ8XC9X,AIG,49.71,5846020,290605654,True,0.9331262,1
BNO UN3IMQ2JU1YD,BNO,42.56,7546,321157,False,1,1
EEM SNQLASP67O85,EEM,39.34,48352152,1902173659,False,0.9185035,1
FB V6OIPNZEM8V9,FB,64.1,84118144,5391973030,False,1,1
GOOG T1AZ164W5VTX,GOOG,1158.11,2744487,3178417839,False,1,0.5
IBM R735QTJ8XC9X,IBM,188.26,5421574,1020665521,True,0.8633314,1
IWM RV0PWMLXVHPH,IWM,117.24,60203811,7058294801,False,0.942698,1
NB R735QTJ8XC9X,BAC,17.37,113925874,1978892431,True,0.9430915,1
QQQ RIWIV7K5Z9LX,QQQ,88.23,71608046,6317977898,False,0.9601842,1
SPY R735QTJ8XC9X,SPY,185.41,110747768,20533743664,False,0.9229577,1
USO THORT68ZZSYT,USO,35.82,1525094,54628867,False,1,1
UW R735QTJ8XC9X,WM,40.51,2376832,96285464,False,0.897608,1
