AAPL R735QTJ8XC9X,AAPL,536.86,6782644,3641330257,True,0.9253111,0.142857
AIG R735QTJ8XC9X,AIG,49.87,6775571,337897725,True,0.9331262,1
BNO UN3IMQ2JU1YD,BNO,43.16,110935,4787954,False,1,1
EEM SNQLASP67O85,EEM,40.72,62745181,2554983770,False,0.9185035,1
FB V6OIPNZEM8V9,FB,60,65086715,3905202900,False,1,1
GOOAV VP83T1ZUHROL,GOOAV,560,53019,29690640,False,1,1
GOOCV VP83T1ZUHROL,GOOCV,559.99,40881,22892951,False,1,0.997307
GOOG T1AZ164W5VTX,GOOG,1119.61,2164887,2423829134,False,1,0.5
IBM R735QTJ8XC9X,IBM,190.41,4899539,932921220,True,0.8633314,1
IWM RV0PWMLXVHPH,IWM,114.3,45165712,5162440881,False,0.945197,1
NB R735QTJ8XC9X,BAC,16.98,76573304,1300214701,True,0.9430915,1
QQQ RIWIV7K5Z9LX,QQQ,87.07,38160798,3322660681,False,0.9601842,1
SPY R735QTJ8XC9X,SPY,185.47,88797336,16469241907,False,0.9229577,1
USO THORT68ZZSYT,USO,36.62,1854098,67897068,False,1,1
UW R735QTJ8XC9X,WM,41.16,1528362,62907379,False,0.897608,1
