AAPL R735QTJ8XC9X,AAPL,536.72,5226738,2805294819,True,0.9253111,0.142857
AIG R735QTJ8XC9X,AIG,50.02,5156532,257929730,True,0.9331262,1
BNO UN3IMQ2JU1YD,BNO,43.05,14901,641488,False,1,1
EEM SNQLASP67O85,EEM,41.02,65594083,2690669284,False,0.9185035,1
FB V6OIPNZEM8V9,FB,60.24,50840649,3062640695,False,1,1
GOOAV VP83T1ZUHROL,GOOAV,556.75,9377,5220644,False,1,1
GOOCV VP83T1ZUHROL,GOOCV,556.9,10772,5998926,False,1,0.997307
GOOG T1AZ164W5VTX,GOOG,1114.55,1713087,1909321115,True,1,0.5
IBM R735QTJ8XC9X,IBM,192.71,5396185,1039898811,True,0.8633314,1
IWM RV0PWMLXVHPH,IWM,116.34,39847764,4635888863,False,0.945197,1
NB R735QTJ8XC9X,BAC,17.21,54214928,933038910,True,0.9430915,1
QQQ RIWIV7K5Z9LX,QQQ,87.68,28875731,2531824094,False,0.9601842,1
SPY R735QTJ8XC9X,SPY,187,84272605,15758977135,False,0.9229577,1
USO THORT68ZZSYT,USO,36.6,1997171,73096458,False,1,1
UW R735QTJ8XC9X,WM,42.09,3294579,138668830,False,0.897608,1
