AAPL R735QTJ8XC9X,AAPL,539.78,9959356,5375861181,True,0.9253111,0.142857
AIG R735QTJ8XC9X,AIG,49.71,6487206,322479010,True,0.9331262,1
BNO UN3IMQ2JU1YD,BNO,42.75,7584,324216,False,1,1
EEM SNQLASP67O85,EEM,39.88,82238002,3279651519,False,0.9185035,1
FB V6OIPNZEM8V9,FB,60.38,93987212,5674947860,False,1,1
GOOG T1AZ164W5VTX,GOOG,1131.78,2379992,2693627345,False,1,0.5
IBM R735QTJ8XC9X,IBM,192.63,6448827,1242237545,True,0.8633314,1
IWM RV0PWMLXVHPH,IWM,114.69,64900388,7443425499,False,0.945197,1
NB R735QTJ8XC9X,BAC,17.2,87363624,1502654332,True,0.9430915,1
QQQ RIWIV7K5Z9LX,QQQ,87.38,37755372,3299064405,False,0.9601842,1
SPY R735QTJ8XC9X,SPY,184.96,103002240,19051294310,False,0.9229577,1
USO THORT68ZZSYT,USO,36.12,1755466,63407431,False,1,1
UW R735QTJ8XC9X,WM,40.53,1609625,65238101,False,0.897608,1
